Exercise_ID,Exercise_Name,Muscle_Group,Difficulty,Workout_Type,Equipment,Duration_Min,Calories_Burned_Per_Hour,Sets,Reps,Rest_Time_Sec,Recommended_Goal
5727,Plank,Core,Intermediate,Flexibility,None,87,946,5,21,169,Maintenance
5728,Lat Pulldown,Back,Intermediate,Flexibility,Dumbbells,20,701,4,14,167,Endurance
5729,Running,Cardio,Intermediate,Strength,Machine,26,161,1,10,49,Weight Loss
5730,Tricep Pushdown,Triceps,Beginner,HIIT,Resistance Band,60,698,6,12,61,Weight Loss
5731,Swimming,Cardio,Intermediate,HIIT,Dumbbells,79,516,4,16,51,Maintenance
5732,Lateral Raises,Shoulders,Advanced,Flexibility,Resistance Band,58,308,4,17,158,Weight Loss
5733,Push-Ups,Chest,Beginner,HIIT,Dumbbells,74,696,1,15,80,Maintenance
5734,Running,Cardio,Beginner,Strength,Resistance Band,50,855,5,20,154,Maintenance
5735,Leg Press,Legs,Intermediate,Cardio,Resistance Band,45,862,6,11,39,Endurance
5736,Lat Pulldown,Back,Beginner,Cardio,Machine,57,819,4,22,106,Muscle Gain
5737,Burpees,Full Body,Advanced,Strength,Dumbbells,50,364,4,18,50,Weight Loss
5738,Lat Pulldown,Back,Advanced,Cardio,Barbell,70,925,6,17,148,Muscle Gain
5739,Lat Pulldown,Back,Advanced,Flexibility,Barbell,29,664,1,14,175,Muscle Gain
5740,Shoulder Press,Shoulders,Beginner,HIIT,Machine,82,457,6,24,69,Muscle Gain
5741,Burpees,Full Body,Intermediate,Endurance,Machine,48,601,5,21,121,Endurance
5742,Running,Cardio,Intermediate,Cardio,None,89,979,3,15,69,Maintenance
5743,Running,Cardio,Intermediate,Flexibility,Resistance Band,25,929,4,8,89,Muscle Gain
5744,Cycling,Cardio,Advanced,Endurance,Resistance Band,56,834,6,19,116,Endurance
5745,Bench Press,Chest,Intermediate,Strength,Resistance Band,33,281,5,19,50,Maintenance
5746,Push-Ups,Chest,Advanced,HIIT,Dumbbells,14,380,4,25,150,Endurance
5747,Bicep Curls,Biceps,Advanced,Cardio,Machine,69,256,4,11,97,Muscle Gain
5748,Pull-Ups,Back,Beginner,HIIT,Machine,29,832,6,13,45,Endurance
5749,Tricep Pushdown,Triceps,Advanced,Cardio,Dumbbells,14,565,1,8,166,Endurance
5750,Lat Pulldown,Back,Beginner,Cardio,Dumbbells,73,849,6,9,53,Weight Loss
5751,Bicep Curls,Biceps,Intermediate,Cardio,Dumbbells,83,866,5,20,127,Maintenance
5752,Deadlift,Full Body,Intermediate,Endurance,None,88,728,1,13,95,Weight Loss
5753,Leg Press,Legs,Advanced,HIIT,Machine,61,195,1,23,61,Muscle Gain
5754,Leg Press,Legs,Beginner,Flexibility,None,81,708,2,12,76,Maintenance
5755,Pull-Ups,Back,Advanced,Endurance,Machine,79,475,4,12,158,Endurance
5756,Jump Rope,Cardio,Beginner,HIIT,Barbell,22,618,3,16,79,Maintenance
5757,Lat Pulldown,Back,Intermediate,HIIT,None,27,758,3,13,176,Endurance
5758,Plank,Core,Intermediate,Cardio,Barbell,34,846,5,20,123,Endurance
5759,Crunches,Core,Intermediate,Endurance,Resistance Band,74,864,1,17,51,Muscle Gain
5760,Jump Rope,Cardio,Beginner,Flexibility,Resistance Band,12,837,3,15,101,Endurance
5761,Lat Pulldown,Back,Beginner,Flexibility,Barbell,79,600,5,18,42,Endurance
5762,Squats,Legs,Advanced,HIIT,Machine,88,547,6,10,139,Endurance
5763,Lunges,Legs,Intermediate,Flexibility,Barbell,33,180,3,18,177,Weight Loss
5764,Shoulder Press,Shoulders,Advanced,Flexibility,Machine,79,840,4,8,91,Weight Loss
5765,Bicep Curls,Biceps,Intermediate,Endurance,Dumbbells,26,593,6,17,77,Endurance
5766,Shoulder Press,Shoulders,Intermediate,Endurance,None,28,995,5,8,162,Endurance
5767,Running,Cardio,Intermediate,Cardio,Machine,17,198,4,24,104,Maintenance
5768,Pull-Ups,Back,Advanced,Flexibility,Barbell,55,857,5,6,106,Endurance
5769,Shoulder Press,Shoulders,Beginner,Flexibility,Barbell,13,778,4,19,104,Muscle Gain
5770,Deadlift,Full Body,Beginner,Cardio,None,79,222,2,21,46,Muscle Gain
5771,Burpees,Full Body,Beginner,Strength,None,19,876,6,13,112,Endurance
5772,Running,Cardio,Beginner,Endurance,Barbell,56,616,4,17,178,Weight Loss
5773,Cycling,Cardio,Beginner,Strength,None,33,720,5,18,50,Weight Loss
5774,Bench Press,Chest,Advanced,Strength,Barbell,20,851,4,21,117,Weight Loss
5775,Walking,Cardio,Advanced,Endurance,Resistance Band,56,902,1,8,134,Muscle Gain
5776,Walking,Cardio,Advanced,HIIT,Dumbbells,88,407,5,25,88,Maintenance
5777,Crunches,Core,Intermediate,Cardio,Machine,37,443,2,19,168,Muscle Gain
5778,Push-Ups,Chest,Beginner,Endurance,Machine,79,637,6,18,85,Muscle Gain
5779,Pull-Ups,Back,Beginner,Cardio,Barbell,73,796,5,19,163,Maintenance
5780,Squats,Legs,Intermediate,Strength,Resistance Band,45,573,1,25,164,Maintenance
5781,Walking,Cardio,Beginner,Cardio,Resistance Band,37,931,6,18,99,Weight Loss
5782,Lunges,Legs,Intermediate,HIIT,Machine,59,346,1,25,73,Maintenance
5783,Bicep Curls,Biceps,Advanced,Endurance,Barbell,88,202,3,23,147,Weight Loss
5784,Deadlift,Full Body,Advanced,Flexibility,Barbell,11,723,2,24,55,Muscle Gain
5785,Push-Ups,Chest,Advanced,Strength,Machine,31,336,3,10,172,Muscle Gain
5786,Walking,Cardio,Beginner,Flexibility,None,46,372,6,21,87,Maintenance
5787,Tricep Pushdown,Triceps,Intermediate,HIIT,Machine,44,829,3,9,145,Maintenance
5788,Walking,Cardio,Advanced,Strength,Machine,14,575,3,7,179,Endurance
5789,Lat Pulldown,Back,Intermediate,Cardio,None,39,221,3,5,59,Maintenance
5790,Shoulder Press,Shoulders,Advanced,Flexibility,Dumbbells,41,178,1,21,61,Muscle Gain
5791,Burpees,Full Body,Advanced,Flexibility,Resistance Band,55,974,2,20,43,Weight Loss
5792,Leg Press,Legs,Advanced,Endurance,Machine,54,866,4,16,86,Muscle Gain
5793,Lateral Raises,Shoulders,Beginner,Strength,None,90,855,2,14,165,Endurance
5794,Lateral Raises,Shoulders,Advanced,Flexibility,Dumbbells,84,853,1,21,57,Muscle Gain
5795,Squats,Legs,Beginner,Endurance,Resistance Band,86,790,6,10,144,Maintenance
5796,Lat Pulldown,Back,Advanced,HIIT,Resistance Band,18,385,5,18,171,Weight Loss
5797,Jump Rope,Cardio,Beginner,HIIT,Resistance Band,51,646,3,22,99,Weight Loss
5798,Bicep Curls,Biceps,Intermediate,Endurance,Barbell,27,474,3,25,39,Maintenance
5799,Squats,Legs,Beginner,Cardio,Resistance Band,36,789,2,6,150,Muscle Gain
5800,Push-Ups,Chest,Beginner,Strength,Barbell,33,531,3,13,107,Weight Loss
5801,Deadlift,Full Body,Intermediate,Cardio,Resistance Band,28,450,2,14,89,Weight Loss
5802,Leg Press,Legs,Advanced,Strength,Dumbbells,41,606,6,8,157,Maintenance
5803,Tricep Pushdown,Triceps,Beginner,HIIT,Resistance Band,18,996,4,13,151,Endurance
5804,Shoulder Press,Shoulders,Advanced,HIIT,Dumbbells,49,701,5,15,58,Maintenance
5805,Plank,Core,Beginner,Flexibility,Dumbbells,22,622,5,24,165,Maintenance
5806,Leg Press,Legs,Beginner,Endurance,Machine,22,461,3,17,151,Weight Loss
5807,Tricep Pushdown,Triceps,Beginner,HIIT,Dumbbells,63,446,2,6,146,Maintenance
5808,Burpees,Full Body,Advanced,Cardio,Machine,56,249,3,24,106,Maintenance
5809,Shoulder Press,Shoulders,Beginner,Cardio,Resistance Band,16,187,3,22,131,Maintenance
5810,Squats,Legs,Advanced,HIIT,Dumbbells,85,705,1,9,75,Endurance
5811,Swimming,Cardio,Advanced,Strength,Resistance Band,81,566,2,13,179,Weight Loss
5812,Cycling,Cardio,Advanced,Flexibility,Barbell,18,403,1,15,177,Endurance
5813,Push-Ups,Chest,Intermediate,Endurance,Machine,15,217,5,24,36,Endurance
5814,Plank,Core,Advanced,Cardio,None,19,194,1,12,49,Endurance
5815,Jump Rope,Cardio,Intermediate,Cardio,None,44,247,6,11,97,Maintenance
5816,Swimming,Cardio,Beginner,Strength,Barbell,28,316,2,11,147,Muscle Gain
5817,Push-Ups,Chest,Intermediate,Cardio,Dumbbells,12,918,2,24,110,Muscle Gain
5818,Lunges,Legs,Advanced,HIIT,Machine,17,292,5,22,44,Endurance
5819,Tricep Pushdown,Triceps,Beginner,Cardio,Dumbbells,63,235,4,5,51,Endurance
5820,Leg Press,Legs,Beginner,Strength,Dumbbells,27,316,4,21,72,Muscle Gain
5821,Push-Ups,Chest,Advanced,HIIT,None,11,708,6,20,173,Maintenance
5822,Pull-Ups,Back,Advanced,Strength,Machine,16,763,3,23,75,Muscle Gain
5823,Shoulder Press,Shoulders,Advanced,Endurance,Dumbbells,65,379,6,24,130,Muscle Gain
5824,Lateral Raises,Shoulders,Advanced,Cardio,None,85,156,1,17,118,Maintenance
5825,Crunches,Core,Intermediate,HIIT,Machine,49,454,1,6,71,Muscle Gain
5826,Burpees,Full Body,Advanced,HIIT,None,18,851,1,18,76,Muscle Gain
5827,Crunches,Core,Advanced,Flexibility,Barbell,23,201,3,17,99,Maintenance
5828,Push-Ups,Chest,Advanced,Endurance,Machine,22,628,4,18,112,Maintenance
5829,Deadlift,Full Body,Advanced,Flexibility,Dumbbells,28,609,2,12,40,Endurance
5830,Bench Press,Chest,Intermediate,Strength,Machine,15,586,3,17,147,Maintenance
5831,Crunches,Core,Intermediate,Endurance,Resistance Band,26,184,1,21,83,Muscle Gain
5832,Jump Rope,Cardio,Advanced,HIIT,Dumbbells,40,975,2,20,99,Muscle Gain
5833,Tricep Pushdown,Triceps,Intermediate,Endurance,None,33,488,6,15,86,Muscle Gain
5834,Jump Rope,Cardio,Advanced,Flexibility,Dumbbells,25,294,6,22,87,Muscle Gain
5835,Walking,Cardio,Beginner,HIIT,Barbell,67,573,6,16,76,Maintenance
5836,Bicep Curls,Biceps,Intermediate,Flexibility,Machine,30,494,1,25,46,Endurance
5837,Bicep Curls,Biceps,Advanced,Strength,Machine,28,622,1,22,159,Endurance
5838,Burpees,Full Body,Advanced,HIIT,Dumbbells,90,331,4,10,76,Weight Loss
5839,Lat Pulldown,Back,Intermediate,Flexibility,None,53,319,3,23,83,Endurance
5840,Bicep Curls,Biceps,Intermediate,Flexibility,None,49,880,3,15,88,Muscle Gain
5841,Push-Ups,Chest,Advanced,Strength,Machine,71,586,5,5,133,Muscle Gain
5842,Lateral Raises,Shoulders,Intermediate,Strength,Dumbbells,71,993,6,5,78,Endurance
5843,Jump Rope,Cardio,Advanced,HIIT,Machine,54,859,4,15,125,Maintenance
5844,Swimming,Cardio,Advanced,Cardio,Resistance Band,79,573,3,10,79,Endurance
5845,Jump Rope,Cardio,Advanced,Endurance,Barbell,31,165,1,16,140,Weight Loss
5846,Burpees,Full Body,Advanced,Cardio,Machine,80,167,6,6,172,Endurance
5847,Leg Press,Legs,Advanced,Cardio,Barbell,78,414,5,22,165,Maintenance
5848,Bench Press,Chest,Intermediate,Endurance,Machine,80,211,4,17,153,Endurance
5849,Swimming,Cardio,Intermediate,Endurance,None,89,305,1,19,121,Maintenance
5850,Tricep Pushdown,Triceps,Advanced,Endurance,Dumbbells,60,283,1,9,150,Endurance
5851,Crunches,Core,Advanced,Cardio,Barbell,15,651,3,25,130,Muscle Gain
5852,Lunges,Legs,Beginner,HIIT,Machine,11,604,5,16,177,Muscle Gain
5853,Deadlift,Full Body,Beginner,Strength,Machine,16,221,1,14,124,Endurance
5854,Squats,Legs,Beginner,Flexibility,Machine,78,893,6,14,79,Endurance
5855,Shoulder Press,Shoulders,Intermediate,Flexibility,Dumbbells,61,449,3,9,74,Endurance
5856,Pull-Ups,Back,Intermediate,Endurance,Resistance Band,38,632,1,5,37,Muscle Gain
5857,Deadlift,Full Body,Beginner,HIIT,Machine,23,897,3,13,131,Maintenance
5858,Leg Press,Legs,Intermediate,HIIT,Machine,18,712,2,17,153,Weight Loss
5859,Burpees,Full Body,Advanced,HIIT,Dumbbells,58,689,2,14,110,Endurance
5860,Bicep Curls,Biceps,Beginner,Flexibility,Resistance Band,20,753,5,19,48,Muscle Gain
5861,Running,Cardio,Intermediate,Cardio,Barbell,47,718,5,13,136,Muscle Gain
5862,Burpees,Full Body,Beginner,Endurance,None,18,456,2,11,92,Endurance
5863,Burpees,Full Body,Intermediate,Flexibility,Machine,69,974,2,17,58,Maintenance
5864,Lat Pulldown,Back,Intermediate,Endurance,Machine,48,907,3,12,110,Maintenance
5865,Squats,Legs,Advanced,Flexibility,None,72,928,2,24,145,Muscle Gain
5866,Running,Cardio,Intermediate,Strength,Dumbbells,23,213,2,8,101,Maintenance
5867,Cycling,Cardio,Advanced,Cardio,Machine,29,493,3,18,49,Weight Loss
5868,Plank,Core,Beginner,Flexibility,Machine,89,726,5,24,143,Endurance
5869,Walking,Cardio,Beginner,Endurance,None,36,929,1,11,33,Weight Loss
5870,Running,Cardio,Advanced,Flexibility,Barbell,71,957,4,13,69,Endurance
5871,Lateral Raises,Shoulders,Beginner,Endurance,Resistance Band,68,900,1,8,73,Maintenance
5872,Lat Pulldown,Back,Advanced,Flexibility,Dumbbells,34,323,4,14,95,Weight Loss
5873,Running,Cardio,Intermediate,Endurance,Barbell,64,975,2,18,180,Maintenance
5874,Burpees,Full Body,Intermediate,Endurance,Barbell,48,803,1,5,149,Maintenance
5875,Pull-Ups,Back,Advanced,Flexibility,None,80,989,2,13,67,Weight Loss
5876,Lunges,Legs,Advanced,Strength,Dumbbells,80,450,1,8,146,Muscle Gain
5877,Running,Cardio,Beginner,Endurance,Barbell,40,305,6,6,159,Endurance
5878,Jump Rope,Cardio,Beginner,Cardio,Dumbbells,53,900,4,16,37,Endurance
5879,Lunges,Legs,Intermediate,HIIT,Dumbbells,60,302,6,20,43,Muscle Gain
5880,Running,Cardio,Intermediate,Flexibility,Machine,78,504,2,10,115,Endurance
5881,Bench Press,Chest,Intermediate,HIIT,None,79,251,3,18,109,Weight Loss
5882,Tricep Pushdown,Triceps,Intermediate,Strength,None,46,650,5,25,77,Endurance
5883,Shoulder Press,Shoulders,Beginner,Flexibility,None,10,939,2,6,43,Weight Loss
5884,Crunches,Core,Advanced,HIIT,Dumbbells,74,917,5,18,105,Weight Loss
5885,Walking,Cardio,Intermediate,Endurance,Machine,55,832,3,15,177,Weight Loss
5886,Tricep Pushdown,Triceps,Intermediate,Endurance,Machine,52,852,1,11,91,Endurance
5887,Push-Ups,Chest,Beginner,Cardio,Machine,19,157,1,12,107,Endurance
5888,Lunges,Legs,Advanced,Flexibility,Resistance Band,56,205,1,14,73,Maintenance
5889,Squats,Legs,Advanced,HIIT,Machine,39,805,1,21,66,Weight Loss
5890,Plank,Core,Intermediate,Endurance,Barbell,89,325,1,10,143,Endurance
5891,Shoulder Press,Shoulders,Advanced,HIIT,Resistance Band,58,368,4,12,76,Maintenance
5892,Bench Press,Chest,Intermediate,HIIT,Machine,38,435,1,19,109,Endurance
5893,Lateral Raises,Shoulders,Beginner,Strength,Barbell,72,787,5,14,67,Maintenance
5894,Jump Rope,Cardio,Beginner,Flexibility,Machine,85,191,3,19,110,Weight Loss
5895,Tricep Pushdown,Triceps,Intermediate,HIIT,Machine,81,242,5,25,77,Weight Loss
5896,Swimming,Cardio,Beginner,Endurance,Resistance Band,62,681,6,23,175,Maintenance
5897,Lateral Raises,Shoulders,Advanced,Endurance,Barbell,45,179,2,11,149,Endurance
5898,Burpees,Full Body,Intermediate,Strength,Barbell,28,214,5,15,121,Maintenance
5899,Walking,Cardio,Intermediate,Endurance,Machine,28,635,1,6,75,Endurance
5900,Deadlift,Full Body,Intermediate,Strength,Resistance Band,49,402,5,7,153,Maintenance
5901,Plank,Core,Advanced,Strength,None,74,950,1,21,174,Muscle Gain
5902,Pull-Ups,Back,Advanced,Cardio,Machine,67,518,1,22,175,Maintenance
5903,Deadlift,Full Body,Advanced,Strength,Barbell,20,550,5,20,32,Weight Loss
5904,Bench Press,Chest,Intermediate,Flexibility,Barbell,44,604,2,6,56,Muscle Gain
5905,Jump Rope,Cardio,Beginner,HIIT,Dumbbells,83,408,1,24,75,Muscle Gain
5906,Jump Rope,Cardio,Intermediate,Cardio,Machine,31,946,6,13,122,Muscle Gain
5907,Cycling,Cardio,Advanced,Flexibility,Machine,29,578,2,12,88,Weight Loss
5908,Plank,Core,Advanced,Strength,Barbell,64,740,3,16,128,Muscle Gain
5909,Lateral Raises,Shoulders,Intermediate,Flexibility,Machine,11,389,5,20,81,Weight Loss
5910,Pull-Ups,Back,Beginner,Cardio,Machine,38,233,5,7,137,Maintenance
5911,Crunches,Core,Intermediate,HIIT,None,64,800,5,13,55,Weight Loss
5912,Squats,Legs,Beginner,Flexibility,Resistance Band,76,236,6,22,100,Endurance
5913,Lunges,Legs,Advanced,Flexibility,Machine,64,414,6,8,170,Maintenance
5914,Push-Ups,Chest,Intermediate,Flexibility,Resistance Band,54,633,4,9,105,Weight Loss
5915,Plank,Core,Intermediate,Cardio,Barbell,75,615,3,20,102,Weight Loss
5916,Crunches,Core,Advanced,Cardio,Barbell,53,727,4,17,91,Muscle Gain
5917,Burpees,Full Body,Beginner,Flexibility,None,54,294,3,10,92,Endurance
5918,Crunches,Core,Intermediate,HIIT,Dumbbells,28,372,6,9,88,Endurance
5919,Shoulder Press,Shoulders,Advanced,Strength,Dumbbells,17,226,1,23,166,Weight Loss
5920,Leg Press,Legs,Advanced,Endurance,Barbell,88,632,1,13,125,Endurance
5921,Burpees,Full Body,Advanced,Strength,Barbell,46,262,3,21,133,Maintenance
5922,Running,Cardio,Intermediate,Cardio,None,36,608,3,16,84,Weight Loss
5923,Pull-Ups,Back,Intermediate,Endurance,Dumbbells,51,323,2,19,69,Endurance
5924,Swimming,Cardio,Intermediate,Cardio,None,20,427,6,11,56,Muscle Gain
5925,Burpees,Full Body,Advanced,Endurance,Machine,74,390,6,24,165,Muscle Gain
5926,Squats,Legs,Intermediate,Strength,None,84,364,1,12,114,Muscle Gain
5927,Walking,Cardio,Intermediate,Endurance,Dumbbells,39,595,6,14,177,Endurance
5928,Burpees,Full Body,Beginner,Endurance,Machine,55,155,4,8,112,Muscle Gain
5929,Pull-Ups,Back,Intermediate,Strength,Barbell,36,413,1,23,165,Weight Loss
5930,Tricep Pushdown,Triceps,Beginner,Cardio,Resistance Band,33,773,5,25,79,Endurance
5931,Squats,Legs,Beginner,Strength,Dumbbells,61,203,4,19,84,Endurance
5932,Walking,Cardio,Intermediate,Cardio,None,70,761,2,16,136,Muscle Gain
5933,Bicep Curls,Biceps,Intermediate,Strength,None,47,184,5,6,53,Muscle Gain
5934,Leg Press,Legs,Advanced,HIIT,Machine,21,706,3,6,165,Endurance
5935,Push-Ups,Chest,Beginner,Endurance,Machine,34,523,1,8,155,Maintenance
5936,Tricep Pushdown,Triceps,Intermediate,Strength,Machine,17,605,6,21,110,Maintenance
5937,Tricep Pushdown,Triceps,Beginner,Endurance,None,76,768,4,5,161,Weight Loss
5938,Pull-Ups,Back,Intermediate,Flexibility,Dumbbells,41,613,1,25,61,Maintenance
5939,Bicep Curls,Biceps,Beginner,Flexibility,Resistance Band,79,787,3,17,39,Maintenance
5940,Plank,Core,Intermediate,Flexibility,Barbell,11,624,2,24,176,Weight Loss
5941,Plank,Core,Intermediate,HIIT,Machine,18,351,4,10,118,Muscle Gain
5942,Walking,Cardio,Advanced,Cardio,Barbell,83,613,1,22,100,Weight Loss
5943,Lat Pulldown,Back,Advanced,Endurance,Dumbbells,84,929,2,25,163,Endurance
5944,Bench Press,Chest,Beginner,Flexibility,Resistance Band,28,790,4,9,45,Muscle Gain
5945,Push-Ups,Chest,Beginner,Endurance,None,78,449,1,6,143,Weight Loss
5946,Swimming,Cardio,Advanced,HIIT,Resistance Band,10,152,2,8,84,Weight Loss
5947,Shoulder Press,Shoulders,Beginner,Endurance,None,31,402,1,25,56,Endurance
5948,Bicep Curls,Biceps,Beginner,Strength,Resistance Band,25,236,2,10,38,Maintenance
5949,Jump Rope,Cardio,Advanced,Cardio,Resistance Band,70,772,2,5,87,Weight Loss
5950,Plank,Core,Intermediate,Flexibility,Machine,58,901,1,19,133,Endurance
5951,Tricep Pushdown,Triceps,Beginner,Endurance,Barbell,76,946,5,15,45,Muscle Gain
5952,Bicep Curls,Biceps,Intermediate,Cardio,Barbell,72,717,1,10,39,Maintenance
5953,Squats,Legs,Advanced,HIIT,None,33,866,1,15,86,Muscle Gain
5954,Bench Press,Chest,Intermediate,Strength,Barbell,63,682,2,7,105,Endurance
5955,Push-Ups,Chest,Advanced,Cardio,Machine,71,220,3,23,147,Weight Loss
5956,Deadlift,Full Body,Beginner,Strength,Resistance Band,40,957,6,21,164,Muscle Gain
5957,Pull-Ups,Back,Beginner,HIIT,Barbell,56,979,6,6,174,Weight Loss
5958,Deadlift,Full Body,Intermediate,HIIT,None,60,826,4,23,123,Endurance
5959,Plank,Core,Beginner,Endurance,Barbell,59,742,6,16,139,Maintenance
5960,Leg Press,Legs,Beginner,Flexibility,Dumbbells,69,980,2,17,109,Maintenance
5961,Plank,Core,Intermediate,Flexibility,Dumbbells,49,608,6,13,90,Weight Loss
5962,Crunches,Core,Beginner,HIIT,Resistance Band,50,814,2,13,36,Weight Loss
5963,Plank,Core,Intermediate,Flexibility,Machine,57,763,4,12,114,Endurance
5964,Crunches,Core,Intermediate,Cardio,None,40,723,6,8,109,Weight Loss
5965,Squats,Legs,Intermediate,Endurance,None,40,562,6,17,78,Endurance
5966,Walking,Cardio,Advanced,Strength,None,66,702,4,24,57,Weight Loss
5967,Walking,Cardio,Advanced,Flexibility,Machine,61,597,1,20,104,Muscle Gain
5968,Swimming,Cardio,Beginner,Strength,None,58,497,5,22,46,Muscle Gain
5969,Cycling,Cardio,Beginner,Flexibility,Resistance Band,60,797,6,5,85,Muscle Gain
5970,Lateral Raises,Shoulders,Beginner,Cardio,None,53,669,2,24,178,Muscle Gain
5971,Tricep Pushdown,Triceps,Intermediate,Strength,Machine,44,800,3,20,63,Weight Loss
5972,Leg Press,Legs,Intermediate,Flexibility,Barbell,47,210,2,6,150,Endurance
5973,Lunges,Legs,Intermediate,HIIT,None,30,790,4,15,127,Muscle Gain
5974,Shoulder Press,Shoulders,Beginner,Endurance,Machine,38,387,1,23,126,Weight Loss
5975,Tricep Pushdown,Triceps,Intermediate,Flexibility,Machine,81,667,1,5,75,Muscle Gain
5976,Push-Ups,Chest,Intermediate,HIIT,Dumbbells,45,901,4,25,55,Endurance
5977,Shoulder Press,Shoulders,Beginner,Flexibility,Barbell,58,237,4,11,45,Maintenance
5978,Shoulder Press,Shoulders,Advanced,Flexibility,Barbell,37,314,5,15,30,Muscle Gain
5979,Jump Rope,Cardio,Advanced,Cardio,Barbell,89,324,1,16,35,Endurance
5980,Swimming,Cardio,Advanced,Flexibility,Dumbbells,20,162,5,21,114,Muscle Gain
5981,Bench Press,Chest,Intermediate,Flexibility,Machine,69,605,5,24,99,Muscle Gain
5982,Shoulder Press,Shoulders,Beginner,HIIT,Resistance Band,83,721,3,11,89,Maintenance
5983,Shoulder Press,Shoulders,Advanced,Cardio,Dumbbells,52,449,5,6,88,Endurance
5984,Running,Cardio,Intermediate,Strength,None,13,375,1,10,40,Muscle Gain
5985,Crunches,Core,Advanced,Cardio,None,84,307,2,15,33,Endurance
5986,Lat Pulldown,Back,Intermediate,Endurance,Resistance Band,36,668,1,15,180,Endurance
5987,Pull-Ups,Back,Advanced,Flexibility,Machine,51,254,5,10,37,Endurance
5988,Plank,Core,Advanced,Strength,None,51,419,6,7,110,Muscle Gain
5989,Lat Pulldown,Back,Intermediate,Cardio,Dumbbells,14,403,6,12,110,Maintenance
5990,Lat Pulldown,Back,Beginner,Endurance,None,43,659,3,20,161,Maintenance
5991,Swimming,Cardio,Intermediate,HIIT,None,63,532,1,21,104,Weight Loss
5992,Walking,Cardio,Beginner,Endurance,Machine,20,905,6,10,178,Weight Loss
5993,Lateral Raises,Shoulders,Advanced,Cardio,Barbell,36,730,5,18,52,Endurance
5994,Shoulder Press,Shoulders,Beginner,Endurance,Barbell,23,615,1,24,126,Muscle Gain
5995,Cycling,Cardio,Beginner,Strength,Resistance Band,14,724,4,20,50,Maintenance
5996,Jump Rope,Cardio,Advanced,Strength,Barbell,55,743,2,15,107,Maintenance
5997,Bench Press,Chest,Intermediate,Strength,Dumbbells,10,827,1,9,144,Endurance
5998,Leg Press,Legs,Beginner,Flexibility,None,43,624,3,5,34,Maintenance
5999,Plank,Core,Intermediate,Endurance,None,78,913,6,16,113,Endurance
6000,Lateral Raises,Shoulders,Intermediate,Endurance,Barbell,59,729,6,22,112,Muscle Gain
6001,Lateral Raises,Shoulders,Advanced,Strength,None,17,783,5,9,179,Muscle Gain
6002,Jump Rope,Cardio,Beginner,Strength,Machine,76,286,3,18,86,Muscle Gain
6003,Bicep Curls,Biceps,Advanced,Cardio,Machine,34,282,6,9,45,Maintenance
6004,Swimming,Cardio,Advanced,HIIT,Resistance Band,81,259,5,23,167,Endurance
6005,Plank,Core,Intermediate,Strength,Resistance Band,65,981,4,23,32,Muscle Gain
